Element Name,Windows NT,Win95,Win32s,Subsystem,Import Library,Header File,Platform Notes,History,Unicode,ElementType
OleBuildVersion,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function
OleConvertIStorageToOLESTREAM,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function
OleConvertIStorageToOLESTREAMEx,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function
OleConvertOLESTREAMToIStorage,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function
OleConvertOLESTREAMToIStorageEx,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function
OleCreate,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function
OleCreateDefaultHandler,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function
OleCreateEmbeddingHelper,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function
OleCreateFromData,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function
OleCreateFromFile,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,"""All 32-bit OLE Apis are UNICODE only""",,WinNT; Win95; Win32s,function
OleCreateLink,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function
OleCreateLinkFromData,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function
OleCreateLinkToFile,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,"""All 32-bit OLE Apis are UNICODE only""",,WinNT; Win95; Win32s,function
OleCreateMenuDescriptor,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function
OleCreateStaticFromData,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function
OleDestroyMenuDescriptor,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function
OleDoAutoConvert,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function
OleDraw,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function
OleDuplicateData,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function
OleFlushClipboard,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function
OleGetAutoConvert,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function
OleGetClipboard,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function
OleGetIconOfClass,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function
OleGetIconOfFile,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,"""All 32-bit OLE Apis are UNICODE only""",,WinNT; Win95; Win32s,function
OleInitialize,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function
OleIsCurrentClipboard,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function
OleIsRunning,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function
OleLoad,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function
OleLoadFromStream,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function
OleLockRunning,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function
OleMetafilePictFromIconAndLabel,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,"""All 32-bit OLE Apis are UNICODE only""",,WinNT; Win95; Win32s,function
OleNoteObjectVisible,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function
OleQueryCreateFromData,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function
OleQueryLinkFromData,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function
OleRegEnumFormatEtc,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function
OleRegEnumVerbs,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function
OleRegGetMiscStatus,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function
OleRegGetUserType,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function
OleRun,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function
OleSave,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function
OleSaveToStream,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function
OleSetAutoConvert,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function
OleSetClipboard,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function
OleSetContainedObject,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function
OleSetMenuDescriptor,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function
OleTranslateAccelerator,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function
OleUninitialize,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function
OpenBackupEventLog,Yes,No,No,adv services,advapi32.lib,winbase.h,,,WinNT,function
OpenClipboard,Yes,Yes,Yes,USER,user32.lib,winuser.h,,,No,function
OpenDesktop,Yes,No,No,user,user32.lib,winuser.h,,New for Windows NT 3.51,WinNT,function
OpenDriver,Yes,Yes,No,mm,winmm.lib,mmsystem.h,,,No,function
OpenEvent,Yes,Yes,No,Kernel/Synch,kernel32.lib,winbase.h,,,WinNT,function
OpenEventLog,Yes,No,No,adv services,advapi32.lib,winbase.h,,,WinNT,function
OpenFile,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,,No,function
OpenFileMapping,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,,WinNT,function
OpenIcon,Yes,Yes,Yes,USER,user32.lib,winuser.h,,,No,function
OpenInputDesktop,Yes,No,No,USER,user32.lib,winuser.h,,New for Windows NT 3.51,No,function
OpenMutex,Yes,Yes,No,Kernel/Synch,kernel32.lib,winbase.h,,,WinNT,function
OpenPrinter,Yes,Yes,No,GDI/PrintSubSys,winspool.lib,winspool.h,,,WinNT,function
OpenProcess,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,On Win32s fdwAccess and fInherit ignored (set to PROCESS_ALL_ACCCESS and TRUE),,No,function
OpenProcessToken,Yes,No,No,adv services,advapi32.lib,winbase.h,,,No,function
OpenProperties,Yes,Yes,No,,,,,New for Windows 95; added to Windows NT 4.0,,function
OpenSCManager,Yes,No,No,adv services,advapi32.lib,winsvc.h,,,WinNT,function
OpenSemaphore,Yes,Yes,No,Kernel/Synch,kernel32.lib,winbase.h,,,WinNT,function
OpenService,Yes,No,No,adv services,advapi32.lib,winsvc.h,,,WinNT,function
OpenThreadToken,Yes,No,No,adv services,advapi32.lib,winbase.h,,,No,function
OpenWaitableTimer,Yes,No,No,Kernel,kernel32.lib,winbase.h,,New for Windows NT 4.0,WinNT,function
OpenWindowStation,Yes,No,No,user,user32.lib,winuser.h,,New for Windows NT 3.51,WinNT,function
OutputDebugString,Yes,Yes,Yes,Kernel/Debug,kernel32.lib,winbase.h,,,WinNT,function
PackDDElParam,Yes,Yes,Yes,USER,user32.lib,dde.h,,,No,function
PageSetupDlg,Yes,Yes,Yes,shell/commdlg,commdlg32.lib,commdlg.h,,New for Windows NT 3.5,WinNT,function
PaintDesktop,Yes,Yes,No,USER,user32.lib,winuser.h,,New for Windows 95; added to Windows NT 4.0,No,function
PaintRgn,Yes,Yes,Yes,GDI/Drawing,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",,No,function
PatBlt,Yes,Yes,Yes,GDI/Drawing,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",,No,function
PathToRegion,Yes,Yes,No,GDI/Paths,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",,No,function
PeekConsoleInput,Yes,Yes,No,Kernel/Console,kernel32.lib,wincon.h,,,WinNT,function
PeekMessage,Yes,Yes,Yes,USER,user32.lib,winuser.h,,,WinNT,function
PeekNamedPipe,Yes,Yes,No,Kernel/Pipes,kernel32.lib,winbase.h,,,No,function
Pie,Yes,Yes,Yes,GDI/Drawing,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",,No,function
PlayEnhMetaFile,Yes,Yes,No,GDI/EnhMetafile,gdi32.lib,wingdi.h,"""Windows 95: Skips records which couldn't be processed under Windows 95's GDI: greater than 16-bit coordinates, no shearing or rotations, no dashed widelines, etc.""",,No,function
PlayEnhMetaFileRecord,Yes,Yes,No,GDI/EnhMetafile,gdi32.lib,wingdi.h,"""Windows 95: Skips records which couldn't be processed under Windows 95's GDI: greater than 16-bit coordinates, no shearing or rotations, no dashed widelines, etc.""",,No,function
PlayMetaFile,Yes,Yes,Yes,GDI/Metafile,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",,No,function
PlayMetaFileRecord,Yes,Yes,Yes,GDI/Metafile,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",,No,function
PlaySound,Yes,Yes,Yes,mm,winmm.lib,mmsystem.h,,,WinNT,function
PlgBlt,Yes,No,No,GDI/Bitmap,gdi32.lib,wingdi.h,,,No,function
PolyBezier,Yes,Yes,No,GDI/Drawing,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",,No,function
PolyBezierTo,Yes,Yes,No,GDI/Drawing,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",,No,function
PolyDraw,Yes,No,No,GDI/Drawing,gdi32.lib,wingdi.h,,,No,function
Polygon,Yes,Yes,Yes,GDI/Drawing,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",,No,function
Polyline,Yes,Yes,Yes,GDI/Drawing,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",,No,function
PolylineTo,Yes,Yes,No,GDI/Drawing,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",,No,function
PolyPolygon,Yes,Yes,Yes,GDI/Drawing,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",,No,function
PolyPolyline,Yes,Yes,No,GDI/Drawing,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",,No,function
PolyTextOut,Yes,No,No,GDI/Text,gdi32.lib,wingdi.h,,,WinNT,function
PostAppMessage,Yes,Yes,Yes,macro,,winuser.h,,,WinNT,function
PostMessage,Yes,Yes,Yes,USER,user32.lib,winuser.h,,,WinNT,function
PostQueuedCompletionStatus,Yes,No,No,,kernel32.lib,winbase.h,,New for Windows NT 3.51,No,function
PostQuitMessage,Yes,Yes,Yes,USER,user32.lib,winuser.h,,,No,function
PostThreadMessage,Yes,Yes,Yes,USER,user32.lib,winuser.h,,,WinNT,function
PrepareTape,Yes,No,No,Kernel/Tape,kernel32.lib,winbase.h,,,No,function
PrintDlg,Yes,Yes,Yes,shell/commdlg,comdlg32.lib,commdlg.h,,,WinNT,function
PrinterMessageBox,Yes,No,No,GDI/Printing,winspool.lib,winspool.h,,New for Windows NT 3.5,WinNT,function
PrinterProperties,Yes,Yes,No,GDI/PrintSubSys,winspool.lib,winspool.h,,,No,function
PrivilegeCheck,Yes,No,No,adv services,advapi32.lib,winbase.h,,,No,function
PrivilegedServiceAuditAlarm,Yes,No,No,adv services,advapi32.lib,winbase.h,,,WinNT,function
PropertySheet,Yes,Yes,Yes,,comctl32.lib,prsht.h,,New for Windows NT 3.51 and Windows 95,WinNT,function
PtInRect,Yes,Yes,Yes,USER,user32.lib,winuser.h,,,No,function
PtInRegion,Yes,Yes,Yes,GDI/Region,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",,No,function
PtVisible,Yes,Yes,Yes,GDI/DC info,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",,No,function
PulseEvent,Yes,Yes,No,Kernel/Synch,kernel32.lib,winbase.h,,,No,function
PurgeComm,Yes,Yes,No,Comm,kernel32.lib,winbase.h,,,No,function
QueryDosDevice,Yes,No,No,Kernel,kernel32.lib,winbase.h,,,WinNT,function
QueryPathOfRegTypeLib,Yes,Yes,Yes,OLE/Automation,oleaut32.lib,oleauto.h,,,No,function
QueryPerformanceCounter,Yes,Yes,No,Kernel/Perf,kernel32.lib,winbase.h,,,No,function
QueryPerformanceFrequency,Yes,Yes,No,Kernel/Perf,kernel32.lib,winbase.h,,,No,function
QueryServiceConfig,Yes,No,No,adv services,advapi32.lib,winsvc.h,,,WinNT,function
QueryServiceLockStatus,Yes,No,No,adv services,advapi32.lib,winsvc.h,,,WinNT,function
QueryServiceObjectSecurity,Yes,No,No,adv services,advapi32.lib,winsvc.h,,,No,function
QueryServiceStatus,Yes,No,No,adv services,advapi32.lib,winsvc.h,,,No,function
QueueUserAPC,Yes,No,No,kernel,kernel32.lib,winbase.h,,New for Windows NT 4.0,No,function
RaiseException,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,,No,function
RasAdminFreeBuffer,Yes,No,No,RAS Admin,rassapi.lib,rassapi.h,,New for Windows NT 4.0,No,function
RasAdminGetErrorString,Yes,No,No,RAS Admin,rassapi.lib,rassapi.h,,New for Windows NT 4.0,WinNT,function
RasAdminGetUserAccountServer,Yes,No,No,RAS Admin,rassapi.lib,rassapi.h,,New for Windows NT 4.0,WinNT,function
RasAdminPortClearStatistics,Yes,No,No,RAS Admin,rassapi.lib,rassapi.h,,New for Windows NT 4.0,WinNT,function
RasAdminPortDisconnect,Yes,No,No,RAS Admin,rassapi.lib,rassapi.h,,New for Windows NT 4.0,WinNT,function
RasAdminPortEnum,Yes,No,No,RAS Admin,rassapi.lib,rassapi.h,,New for Windows NT 4.0,WinNT,function
RasAdminPortGetInfo,Yes,No,No,RAS Admin,rassapi.lib,rassapi.h,,New for Windows NT 4.0,WinNT,function
RasAdminServerGetInfo,Yes,No,No,RAS Admin,rassapi.lib,rassapi.h,,New for Windows NT 4.0,WinNT,function
RasAdminUserGetInfo,Yes,No,No,RAS Admin,rassapi.lib,rassapi.h,,New for Windows NT 4.0,WinNT,function
RasAdminUserSetInfo,Yes,No,No,RAS Admin,rassapi.lib,rassapi.h,,New for Windows NT 4.0,WinNT,function
RasConnectionNotification,Yes,No,No,Remote Access Service,rasapi32.lib,ras.h,,New for Windows NT 4.0,WinNT,function
RasCreatePhonebookEntry,Yes,Yes,No,Remote Access Service,rasapi32.lib,ras.h, ,,WinNt,function
RasDeleteEntry,Yes,No,No,Remote Access Service,rasapi32.lib,ras.h,,New for Windows NT 4.0,WinNT,function
RasDial,Yes,Yes,No,Remote Access Service,rasapi32.lib,ras.h, ,,WinNT,function
RasDialDlg,Yes,No,No,RAS,rasdlg.lib,rasdlg.h,,New for Windows NT 4.0,WinNT,function
RasEditPhonebookEntry,Yes,Yes,No,Remote Access Service,rasapi32.lib,ras.h, ,,WinNt,function
RasEntryDlg,Yes,No,No,RAS,rasdlg.lib,rasdlg.h,,New for Windows NT 4.0,WinNT,function
RasEnumAutodialAddresses,Yes,No,No,Remote Access Service,rasapi32.lib,ras.h,,New for Windows NT 4.0,WinNT,function
RasEnumConnections,Yes,Yes,No,RAS,rasapi32.lib,ras.h,,,WinNT,function
RasEnumDevices,Yes,No,No,Remote Access Service,rasapi32.lib,ras.h,,New for Windows NT 4.0,WinNT,function
RasEnumEntries,Yes,Yes,No,Remote Access Service,rasapi32.lib,ras.h, ,,WinNT,function
RasGetAutodialAddress,Yes,No,No,Remote Access Service,rasapi32.lib,ras.h,,New for Windows NT 4.0,WinNT,function
RasGetAutodialEnable,Yes,No,No,Remote Access Service,rasapi32.lib,ras.h,,New for Windows NT 4.0,WinNT,function
RasGetAutodialParam,Yes,No,No,RAS,rasapi32.lib,ras.h,,New for Windows NT 4.0,WinNT,function
RasGetConnectStatus,Yes,Yes,No,RAS,rasapi32.lib,ras.h,,,WinNT,function
RasGetCountryInfo,Yes,No,No,Remote Access Service,rasapi32.lib,ras.h,,New for Windows NT 4.0,WinNT,function
RasGetCredentials,Yes,No,No,RAS,rasapi32.lib,ras.h,,New for Windows NT 4.0,WinNT,function
RasGetEntryDialParams,Yes,Yes,No,RAS,rasapi32.lib,ras.h,,,No,function
RasGetEntryProperties,Yes,No,No,Remote Access Service,rasapi32.lib,ras.h,,New for Windows NT 4.0,WinNT,function
RasGetErrorString,Yes,Yes,No,RAS,rasapi32.lib,ras.h,,,WinNT,function
RasGetProjectionInfo,Yes,Yes,No,Remote Access Service,rasapi32.lib,ras.h, ,,WinNT,function
RasGetSubEntryHandle,Yes,No,No,RAS,rasapi32.lib,ras.h,,New for Windows NT 4.0,WinNT,function
RasGetSubEntryProperties,Yes,No,No,Remote Access Service,rasapi32.lib,ras.h,,New for Windows NT 4.0,WinNT,function
RasHangUp,Yes,Yes,No,RAS,rasapi32.lib,ras.h,,,WinNT,function
RasMonitorDlg,Yes,No,No,RAS,rasdlg.lib,rasdlg.h,,New for Windows NT 4.0,WinNT,function
RasPhonebookDlg,Yes,No,No,RAS,rasdlg.lib,rasdlg.h,,New for Windows NT 4.0,WinNT,function
RasRenameEntry,Yes,No,No,Remote Access Service,rasapi32.lib,ras.h,,New for Windows NT 4.0,WinNT,function
RasSetAutodialAddress,Yes,No,No,Remote Access Service,rasapi32.lib,ras.h,,New for Windows NT 4.0,WinNT,function
RasSetAutodialEnable,Yes,No,No,Remote Access Service,rasapi32.lib,ras.h,,New for Windows NT 4.0,WinNT,function
RasSetAutodialParam,Yes,No,No,RAS,rasapi32.lib,ras.h,,New for Windows NT 4.0,WinNT,function
RasSetCredentials,Yes,No,No,RAS,rasapi32.lib,ras.h,,New for Windows NT 4.0,WinNT,function
RasSetEntryDialParams,Yes,Yes,No,RAS,rasapi32.lib,ras.h,,,No,function
RasSetEntryProperties,Yes,No,No,Remote Access Service,rasapi32.lib,ras.h,,New for Windows NT 4.0,WinNT,function
RasSetSubEntryProperties,Yes,No,No,Remote Access Service,rasapi32.lib,ras.h,,New for Windows NT 4.0,WinNT,function
RasValidateEntryName,Yes,No,No,Remote Access Service,rasapi32.lib,ras.h,,New for Windows NT 4.0,WinNT,function
ReadClassStg,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function
ReadClassStm,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function
ReadConsole,Yes,Yes,No,Kernel/Console,kernel32.lib,wincon.h,,,WinNT,function
ReadConsoleInput,Yes,Yes,No,Kernel/Console,kernel32.lib,wincon.h,,,WinNT,function
ReadConsoleOutput,Yes,Yes,No,Kernel/Console,kernel32.lib,wincon.h,,,WinNT,function
ReadConsoleOutputAttribute,Yes,Yes,No,Kernel/Console,kernel32.lib,wincon.h,,,No,function
ReadConsoleOutputCharacter,Yes,Yes,No,Kernel/Console,kernel32.lib,wincon.h,,,WinNT,function
ReadDirectoryChangesW,Yes,No,No,kernel,kernel32.lib,winbase.h,,New for Windows NT 4.0,WinNT,function
ReadEventLog,Yes,No,No,adv services,advapi32.lib,winbase.h,,,WinNT,function
ReadFile,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,"""Windows 95: No overlapped regions, except for serial devices""",,No,function
ReadFileEx,Yes,Yes,No,Kernel,kernel32.lib,winbase.h,"""Windows 95 limitations""",,No,function
ReadFmtUserTypeStg,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,"""All 32-bit OLE Apis are UNICODE only""",,WinNT; Win95; Win32s,function
ReadPrinter,Yes,Yes,No,GDI/PrintSubSys,winspool.lib,winspool.h,,,No,function
ReadProcessMemory,Yes,Yes,Yes,Kernel/Debug,kernel32.lib,winbase.h,,,No,function
RealizePalette,Yes,Yes,Yes,GDI/Palette,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",,No,function
ReBaseImage,Yes,Yes,No,kernel/exe image tools,imagehlp.lib,imagehlp.h,Windows 95: IMAGEHLP is available as a redistributable.,,No,function
Rectangle,Yes,Yes,Yes,GDI/Drawing,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",,No,function
RectInRegion,Yes,Yes,Yes,GDI/Region,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",,No,function
RectVisible,Yes,Yes,Yes,GDI/DC info,gdi32.lib,wingdi.h,"""Windows 95: 16-bit coordinates only""",,No,function
recv,Yes,Yes,Yes,sockets,wsock32.lib,winsock.h,,,No,function
recvfrom,Yes,Yes,Yes,sockets,wsock32.lib,winsock.h,,,No,function
RedrawWindow,Yes,Yes,Yes,USER,user32.lib,winuser.h,,,No,function
RegCloseKey,Yes,Yes,Yes,adv services,advapi32.lib,winreg.h,,,No,function
RegConnectRegistry,Yes,Yes,No,adv services,advapi32.lib,winreg.h,,,WinNT,function
RegCreateKey,Yes,Yes,Yes,adv services,advapi32.lib,winreg.h,,,WinNT,function
RegCreateKeyEx,Yes,Yes,Yes,adv services,advapi32.lib,winreg.h,,,WinNT,function
RegDeleteKey,Yes,Yes,Yes,adv services,advapi32.lib,winreg.h,,,WinNT,function
RegDeleteValue,Yes,Yes,No,adv services,advapi32.lib,winreg.h,,,WinNT,function
RegEnumKey,Yes,Yes,Yes,adv services,advapi32.lib,winreg.h,,,WinNT,function
RegEnumKeyEx,Yes,Yes,No,adv services,advapi32.lib,winreg.h,,,WinNT,function
RegEnumValue,Yes,Yes,Yes,adv services,advapi32.lib,winreg.h,,,WinNT,function
RegFlushKey,Yes,Yes,No,adv services,advapi32.lib,winreg.h,,,No,function
RegGetKeySecurity,Yes,No,No,adv services,advapi32.lib,winreg.h,,,No,function
RegisterActiveObject,Yes,Yes,Yes,OLE/Automation,oleaut32.lib,oleauto.h,,,No,function
RegisterClass,Yes,Yes,Yes,USER,user32.lib,winuser.h,,,WinNT,function
RegisterClassEx,Yes,Yes,Yes,USER,user32.lib,winuser.h,,New for Windows 95; added to Windows NT 4.0,WinNT,function
RegisterClipboardFormat,Yes,Yes,Yes,USER,user32.lib,winuser.h,,,WinNT,function
RegisterDialogClasses,Yes,Yes,No,Screen Savers,scrnsave.lib,scrnsave.h,,,No,function
RegisterDragDrop,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function
RegisterEventSource,Yes,No,No,adv services,advapi32.lib,winbase.h,,,WinNT,function
RegisterHotKey,Yes,Yes,No,USER,user32.lib,winuser.h,,,No,function
RegisterServiceCtrlHandler,Yes,No,No,adv services,advapi32.lib,winsvc.h,,,WinNT,function
RegisterTypeLib,Yes,Yes,Yes,OLE/Automation,oleaut32.lib,oleauto.h,"""All 32-bit OLE Apis are UNICODE only""",,All,function
RegisterWindowMessage,Yes,Yes,Yes,USER,user32.lib,winuser.h,,,WinNT,function
RegLoadKey,Yes,Yes,No,adv services,advapi32.lib,winreg.h,,,WinNT,function
RegNotifyChangeKeyValue,Yes,No,No,adv services,advapi32.lib,winreg.h,,,No,function
RegOpenKey,Yes,Yes,Yes,adv services,advapi32.lib,winreg.h,,,WinNT,function
RegOpenKeyEx,Yes,Yes,Yes,adv services,advapi32.lib,winreg.h,,,WinNT,function
RegQueryInfoKey,Yes,Yes,No,adv services,advapi32.lib,winreg.h,,,WinNT,function
RegQueryMultipleValues,Yes,Yes,No,,kernel32.lib,winreg.h,,New for Windows NT 3.5,WinNT,function
RegQueryValue,Yes,Yes,Yes,adv services,advapi32.lib,winreg.h,,,WinNT,function
RegQueryValueEx,Yes,Yes,Yes,adv services,advapi32.lib,winreg.h,,,WinNT,function
RegReplaceKey,Yes,Yes,No,adv services,advapi32.lib,winreg.h,,,WinNT,function
RegRestoreKey,Yes,No,No,adv services,advapi32.lib,winreg.h,,,WinNT,function
RegSaveKey,Yes,Yes,No,adv services,advapi32.lib,winreg.h,,,WinNT,function
RegSetKeySecurity,Yes,No,No,adv services,advapi32.lib,winreg.h,,,No,function
RegSetValue,Yes,Yes,Yes,adv services,advapi32.lib,winreg.h,,,WinNT,function
RegSetValueEx,Yes,Yes,Yes,adv services,advapi32.lib,winreg.h,,,WinNT,function
RegUnLoadKey,Yes,Yes,Yes,adv services,advapi32.lib,winreg.h,,,WinNT,function
ReleaseCapture,Yes,Yes,Yes,USER,user32.lib,winuser.h,,,No,function
ReleaseDC,Yes,Yes,Yes,USER,user32.lib,winuser.h,,,No,function
ReleaseMutex,Yes,Yes,No,Kernel/Synch,kernel32.lib,winbase.h,,,No,function
ReleaseSemaphore,Yes,Yes,No,Kernel/Synch,kernel32.lib,winbase.h,,,No,function
ReleaseStgMedium,Yes,Yes,Yes,OLE/Linking and Embedding,ole32.lib,ole2.h,,,No,function
RemoveDirectory,Yes,Yes,Yes,Kernel,kernel32.lib,winbase.h,,,WinNT,function
RemoveFontResource,Yes,Yes,Yes,GDI/Text,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",,WinNT,function
RemoveMenu,Yes,Yes,Yes,USER,user32.lib,winuser.h,,,No,function
RemovePrivateCvSymbolic,Yes,Yes,No,kernel/exe image tools,imagehlp.lib,imagehlp.h,Windows 95: IMAGEHLP is available as a redistributable.,,No,function
RemoveProp,Yes,Yes,Yes,USER,user32.lib,winuser.h,,,WinNT,function
RemovePropertySheet,Yes,Yes,No,,,,,New for Windows 95; added to Windows NT 4.0,,function
RemoveRelocations,Yes,Yes,No,kernel/exe image tools,imagehlp.lib,imagehlp.h,Windows 95: IMAGEHLP is available as a redistributable.,,No,function
ReplaceText,Yes,Yes,Yes,shell/commdlg,comdlg32.lib,commdlg.h,,,WinNT,function
ReplyMessage,Yes,Yes,Yes,USER,user32.lib,winuser.h,,,No,function
ReportEvent,Yes,No,No,adv services,advapi32.lib,winbase.h,,,WinNT,function
ResetDC,Yes,Yes,Yes,GDI/Print,gdi32.lib,wingdi.h,"""Windows 95: int == 16 bits""",,WinNT,function
ResetEvent,Yes,Yes,No,Kernel/Synch,kernel32.lib,winbase.h,,,No,function
